CHEM SUB,NAME,201812
0402010AE,Paliperidone
0402010AF,Melperone Hydrochloride
0402010AG,Ziprasidone Hydrochloride
0402010AH,Clotiapine
0402010AI,Lurasidone
0402010AJ,Cariprazine
0402010B0,Benperidol
0402010C0,Clozapine
0402010D0,Chlorpromazine Hydrochloride
0402010E0,Bromperidol
0402010F0,Chlorprothixene
0402010G0,Droperidol
0402010H0,Flupentixol Hydrochloride
0402010I0,Fluphenazine Hydrochloride
0402010J0,Haloperidol
0402010K0,Levomepromazine Maleate
0402010L0,Levomepromazine Hydrochloride
0402010M0,Loxapine Succinate
0402010N0,Oxypertine
0402010P0,Pericyazine
0402010Q0,Perphenazine
0402010R0,Pimozide
0402010S0,Promazine Hydrochloride
0402010T0,Zuclopenthixol Hydrochloride
0402010U0,Sulpiride
0402010V0,Thiopropazate Hydrochloride
0402010W0,Thioridazine
0402010X0,Trifluoperazine
0402010Y0,Trifluperidol
0402010Z0,Remoxipride Hydrochloride
0402020AA,Risperidone
0402020AB,Paliperidone
0402020AC,Olanzapine Embonate
0402020AD,Aripiprazole
0402020G0,Flupentixol Decanoate
0402020L0,Fluphenazine Decanoate
0402020P0,Fluphenazine Enantate
0402020R0,Fluspirilene
0402020T0,Haloperidol Decanoate
0402020V0,Pipotiazine Palmitate
0402020Z0,Zuclopenthixol Decanoate
040203000,Other Mania & Hypomania Preps
0402030K0,Lithium Carbonate
0402030P0,Lithium Citrate
0402030Q0,Valproic Acid
0402030R0,Asenapine
0403010B0,Amitriptyline Hydrochloride
0403010C0,Amoxapine
0403010D0,Butriptyline
0403010E0,Amitriptyline Embonate
0403010F0,Clomipramine Hydrochloride
0403010G0,Dibenzepin Hydrochloride
0403010H0,Desipramine Hydrochloride
0403010I0,Amineptine Hydrochloride
0403010J0,Dosulepin Hydrochloride
0403010L0,Doxepin
0403010N0,Imipramine Hydrochloride
0403010P0,Nomifensine Hydrogen Maleate
0403010Q0,Iprindole
0403010R0,Lofepramine Hydrochloride
0403010S0,Maprotiline Hydrochloride
0403010T0,Mianserin Hydrochloride
0403010V0,Nortriptyline
0403010W0,Protriptyline Hydrochloride
0403010X0,Trazodone Hydrochloride
0403010Y0,Trimipramine Maleate
0403010Z0,Viloxazine Hydrochloride
0403020C0,Iproniazid
0403020H0,Isocarboxazid
0403020K0,Moclobemide
0403020M0,Phenelzine Sulfate
0403020Q0,Tranylcypromine Sulfate
0403030D0,Citalopram Hydrobromide
0403030E0,Fluoxetine Hydrochloride
0403030L0,Fluvoxamine Maleate
0403030P0,Paroxetine Hydrochloride
0403030Q0,Sertraline Hydrochloride
0403030X0,Escitalopram
0403030Z0,Citalopram Hydrochloride
040304000,Other Antidepressant Preps
0403040AA,Levomilnacipran
0403040AB,Vortioxetine
0403040B0,Bupropion Hydrochloride
0403040F0,Flupentixol Hydrochloride
0403040M0,5-Hydroxytryptophan
0403040N0,Minaprine Hydrochloride
0403040R0,Oxitriptan
0403040S0,Tryptophan
0403040T0,Nefazodone Hydrochloride
0403040U0,Reboxetine
0403040W0,Venlafaxine
0403040X0,Mirtazapine
0403040Y0,Duloxetine Hydrochloride
0403040Z0,Agomelatine
0404000A0,Amfetamine Sulfate
0404000D0,Caffeine
0404000E0,Caffeine Citrate
0404000G0,Deanol
0404000L0,Dexamfetamine Sulfate
0404000M0,Methylphenidate Hydrochloride
0404000N0,Methylamfetamine Hydrochloride
0404000P0,Pemoline
0404000R0,Modafinil
0404000S0,Atomoxetine Hydrochloride
0404000T0,Dexmethylphenidate Hydrochloride
0404000U0,Lisdexamfetamine Dimesylate
0404000V0,Guanfacine
0404000W0,Pitolisant Hydrochloride
0405010M0,Methylcellulose
0405010P0,Orlistat
0405010S0,Sterculia
0405020D0,Dexfenfluramine Hydrochloride
0405020E0,Diethylpropion Hydrochloride
0405020I0,Fenfluramine Hydrochloride
0405020N0,Mazindol
0405020R0,Phentermine
0405020S0,Sibutramine
0405020T0,Rimonabant
0405020U0,Naltrexone/Bupropion
040600000,Other Nausea & Vertigo Preps
0406000A0,Hyoscine
0406000AA,Doxylamine Succinate/Pyridoxine HCl
0406000AB,Palonosetron Hydrochloride
0406000AC,Dimenhydrinate/Cinnarizine
0406000AD,Aprepitant
0406000AE,Fosaprepitant
0406000AF,Granisetron
0406000AG,Netupitant/Palonosetron Hcl
0406000AH,Rolapitant
0406000B0,Betahistine Hydrochloride
0406000C0,Buclizine Hydrochloride
0406000D0,Cinnarizine
0406000E0,Flunarizine Dihydroch
0406000F0,Cyclizine Hydrochloride
0406000G0,Cyclizine Lactate
0406000H0,Dimenhydrinate
0406000I0,Difenidol Hydrochloride
0406000J0,Domperidone
0406000L0,Hyoscine Hydrobromide
0406000M0,Granisetron Hydrochloride
0406000N0,Meclozine Hydrochloride
0406000P0,Metoclopramide Hydrochloride
0406000Q0,Ginger
0406000R0,Nabilone
0406000S0,Ondansetron Hydrochloride
0406000T0,Prochlorperazine Maleate
0406000U0,Prochlorperazine Mesilate
0406000V0,Promethazine Teoclate
0406000W0,Ketamine Hydrochloride
0406000X0,Thiethylperazine Maleate
0406000Y0,Tropisetron
0406000Z0,Dolasetron Mesilate
040701000,Other Non-Opioid Analgesic Preps
040701010,Lysine Aspirin
040701020,Co-Methiamol (Methionine/Paracetamol)
0407010A0,Aspirin & Papaveretum
0407010AA,Aspirin & Caffeine
0407010AB,Paracetamol & Phenylephrine HCl
0407010AC,Isometheptene Mucate
0407010AD,Paracetamol & Ibuprofen
0407010B0,Aspirin
0407010D0,Dipyrone Sodium
0407010F0,Co-Codamol (Codeine Phos/Paracetamol)
0407010H0,Paracetamol
0407010J0,Phenazone
0407010K0,Phenol
0407010M0,Co-Codaprin (Codeine Phos/Aspirin)
0407010N0,Co-Dydramol (Dihydrocodeine/Paracet)
0407010P0,Nefopam Hydrochloride
0407010Q0,Co-Proxamol (Dextroprop HCl/Paracet)
0407010R0,Aspirin Phenacetin & Codeine(Codeine Co)
0407010S0,Aspirin & Paracetamol
0407010T0,Aspirin Paracetamol & Codeine
0407010U0,Paracetamol & Caffeine
0407010V0,Paracetamol & Codeine Phosphate
0407010W0,Aspirin Combined Preparations
0407010X0,Paracetamol Combined Preparations
0407010Z0,Aloxiprin
040702010,Morphine Anhydrous
040702020,Morphine Tartrate & Cyclizine Tartrate
040702040,Tramadol Hydrochloride
040702050,Hydromorphone Hydrochloride
0407020A0,Fentanyl
0407020AA,Butorphanol Tartrate
0407020AB,Papaveretum
0407020AC,Phenoperidine Hydrochloride
0407020AD,Oxycodone Hydrochloride
0407020AE,Diamorphine Hydrochloride (Top)
0407020AF,Oxycodone HCl/Naloxone HCl
0407020AG,Tapentadol Hydrochloride
0407020B0,Buprenorphine
0407020C0,Codeine Phosphate
0407020D0,Dextromoramide Tartrate
0407020E0,Dextropropoxyphene
0407020G0,Dihydrocodeine Tartrate
0407020H0,Dipipanone Hydrochloride
0407020J0,Levorphanol Tartrate
0407020K0,Diamorphine Hydrochloride (Systemic)
0407020L0,Meptazinol Hydrochloride
0407020M0,Methadone Hydrochloride
0407020N0,Morphine
0407020P0,Morphine Hydrochloride
0407020Q0,Morphine Sulfate
0407020T0,Pentazocine Hydrochloride
0407020U0,Pentazocine Lactate
0407020V0,Pethidine Hydrochloride
0407020W0,Powdered Opium
0407020X0,Phenazocine Hydrobromide
0407020Y0,Nalbuphine Hydrochloride
0407020Z0,Oxycodone
0407030AD,Gabapentin (Neuropathic Pain)
040704100,Other Treatment of Acute Migraine Preps
0407041A0,Analgesics with Anti-Emetics
0407041AA,Eletriptan
0407041AB,Frovatriptan
0407041AC,Erenumab
0407041B0,Almotriptan
0407041D0,Dihydroergotamine Mesilate
0407041F0,Ergotamine Tartrate
0407041M0,Naratriptan Hydrochloride
0407041R0,Rizatriptan
0407041T0,Sumatriptan Succinate
0407041U0,Tolfenamic Acid
0407041Z0,Zolmitriptan
040704200,Other Prophylaxis of Migraine Preps
0407042A0,Semisodium Valproate
0407042F0,Clonidine Hydrochloride
0407042L0,Methysergide
0407042Q0,Pizotifen Malate
040801020,Valproic Acid
040801030,Barbexaclone
040801050,Topiramate
040801060,Clobazam
0408010A0,Levetiracetam
0408010AA,Felbamate
0408010AB,Tiagabine
0408010AD,Zonisamide
0408010AE,Pregabalin
0408010AF,Rufinamide
0408010AG,Stiripentol
0408010AH,Lacosamide
0408010AI,Eslicarbazepine Acetate
0408010AJ,Retigabine
0408010AK,Perampanel
0408010AL,Brivaracetam
0408010AM,Cannabidiol
0408010B0,Beclamide
0408010C0,Carbamazepine
0408010D0,Oxcarbazepine
0408010F0,Clonazepam
0408010G0,Gabapentin
0408010H0,Lamotrigine
0408010I0,Ethosuximide
0408010K0,Mesuximide
0408010L0,Methylphenobarbital
0408010M0,Pheneturide
0408010N0,Phenobarbital
0408010P0,Phenobarbital Sod
0408010Q0,Phenytoin Sodium
0408010R0,Mephenytoin
0408010S0,Phenobarbital & Phenytoin
0408010T0,Phensuximide
0408010U0,Primidone
0408010V0,Trimethadione
0408010W0,Sodium Valproate
0408010X0,Vigabatrin
0408010Y0,Sultiame
0408010Z0,Phenytoin
0408020D0,Clonazepam
0408020Q0,Paraldehyde
0408020T0,Phenytoin Sodium
0408020U0,Fosphenytoin Sodium
0408020V0,Midazolam Maleate
0408020W0,Midazolam Hydrochloride
0409010A0,Apomorphine Hydrochloride
0409010AA,Safinamide
0409010AB,Opicapone
0409010AC,Apomorphine Hydrochloride Hemihydrate
0409010B0,Amantadine Hydrochloride
0409010C0,Benserazide Hydrochloride
0409010D0,Carbidopa
0409010H0,Ropinirole Hydrochloride
0409010I0,Levodopa
0409010K0,Co-Beneldopa (Benserazide/Levodopa)
0409010L0,Lisuride Maleate
0409010N0,Co-Careldopa (Carbidopa/Levodopa)
0409010P0,Pergolide Mesilate
0409010Q0,Piribedil
0409010S0,Tolcapone
0409010T0,Selegiline Hydrochloride
0409010U0,Cabergoline
0409010V0,Entacapone
0409010W0,Pramipexole
0409010X0,Levodopa/Carbidopa/Entacapone
0409010Y0,Rasagiline Mesilate
0409010Z0,Rotigotine
0409020C0,Trihexyphenidyl Hydrochloride
0409020E0,Benzatropine Mesilate
0409020G0,Biperiden Hydrochloride
0409020H0,Biperiden Lactate
0409020I0,Chlorphenoxamine Hydrochloride
0409020L0,Metixene Hydrochloride
0409020N0,Orphenadrine Hydrochloride
0409020S0,Procyclidine Hydrochloride
0409030A0,Botulinum Toxin Type B
0409030B0,Botulinum Toxin Type A
0409030C0,Tetrabenazine
0409030P0,Piracetam
0409030R0,Riluzole
0409030S0,Tafamidis
0410010A0,Acamprosate Calcium
0410010B0,Disulfiram
0410010C0,Citrated Calcium Carbimide
0410010D0,Nalmefene
0410020A0,Bupropion Hydrochloride
0410020B0,Nicotine
0410020C0,Varenicline Tartrate
0410020D0,Nicotine Bitartrate
0410030A0,Buprenorphine Hydrochloride
0410030B0,Buprenorph HCl/Naloxone HCl
0410030C0,Methadone Hydrochloride
0410030D0,Lofexidine Hydrochloride
0410030E0,Naltrexone Hydrochloride
0410030F0,Levacetylmethadol Hydrochloride
0411000D0,Donepezil Hydrochloride
0411000E0,Rivastigmine
0411000F0,Galantamine
0411000G0,Memantine Hydrochloride
0501011C0,Benethamine Penicillin
0501011F0,Benzathine Penicillin
0501011I0,Benzylpenicillin (Penicillin G)
0501011J0,Benzylpenicillin Sodium (Penicillin G)
0501011K0,Penamecillin
0501011L0,Pheneticillin Potassium
0501011P0,Phenoxymethylpenicillin (Penicillin V)
0501011T0,Procaine Benzylpenicillin
0501011V0,Propicillin Potassium
0501011W0,Benethamine Penicillin/Benzylpenicillin
0501012D0,Cloxacillin
0501012G0,Flucloxacillin Sodium
0501012H0,Flucloxacillin Magnesium
0501012K0,Methicillin Sodium
0501012U0,Temocillin Sodium
0501013B0,Amoxicillin
0501013C0,Amoxicillin Sodium
0501013D0,Ampicillin With Sulbactam
0501013E0,Ampicillin
0501013F0,Ampicillin With Cloxacillin
0501013G0,Bacampicillin Hydrochloride
0501013J0,Ciclacillin
0501013K0,Co-Amoxiclav (Amoxicillin/Clavul Acid)
0501013L0,Co-Fluampicil(Flucloxacillin/Ampicillin)
0501013M0,Mezlocillin
0501013T0,Pivampicillin
0501013U0,Pivampicillin With Pivmecillinam
0501013V0,Talampicillin Hydrochloride
0501013W0,Sultamicillin Tosilate
0501014C0,Azlocillin Sodium
0501014G0,Carbenicillin Sodium
0501014H0,Carbenicillin Sod With Sod Chloride
0501014J0,Carfecillin Sodium
0501014L0,Piperacillin Sodium With Sodium Chloride
0501014M0,Piperacillin Sodium
0501014N0,Ticarcillin With Clavulanic Acid
0501014P0,Ticarcillin Sodium
0501014R0,Ticarcillin Sodium With Sodium Chloride
0501014S0,Piperacillin Sodium/Tazobactam Sodium
0501015H0,Mecillinam
0501015P0,Pivmecillinam Hydrochloride
050102020,Cefpirome Sulfate
0501020AA,Cefprozil
0501020AD,Cefepime
0501020G0,Cefodizime Sodium
0501020J0,Cefsulodin Sodium
0501020N0,Ceftizoxime Sodium
0501020S0,Cefalotin
0501020T0,Cefamandole
0501020U0,Ceftibuten
0501020V0,Cefazolin Sodium
0501020Y0,Latamoxef Disodium
0501020Z0,Cefradine With Sodium Chloride
0501021A0,Cefaclor
0501021B0,Cefadroxil
0501021C0,Cefixime
0501021D0,Cefotaxime Sodium
0501021E0,Cefoxitin Sodium
0501021F0,Cefpodoxime
0501021G0,Ceftriaxone Sodium
0501021H0,Ceftazidime Pentahydrate
0501021I0,Ceftazidime With Sodium Chloride
0501021J0,Cefuroxime Sodium
0501021K0,Cefuroxime Axetil
0501021L0,Cefalexin
0501021M0,Cefradine
0501022A0,Meropenem
0501022B0,Ertapenem Sodium
0501022C0,Doripenem
0501022D0,Imipenem With Cilastatin
0501023A0,Aztreonam
0501023B0,Aztreonam With Sodium Chloride
0501030B0,Chlortetracycline Hydrochloride
0501030D0,Clomocycline Sodium
0501030F0,Demeclocycline Hydrochloride
0501030I0,Doxycycline Hyclate
0501030L0,Lymecycline
0501030M0,Methacycline Hydrochloride
0501030P0,Minocycline Hydrochloride
0501030T0,Oxytetracycline
0501030V0,Tetracycline
0501030W0,Tetracycline Buffered Complex
0501030X0,Tetracycline Combined Preparations
0501030Y0,Tigecycline
0501030Z0,Doxycycline Monohydrate
0501040C0,Amikacin
0501040D0,Amikacin With Sodium Chloride
0501040F0,Framycetin Sulfate
0501040H0,Gentamicin Sulfate
0501040I0,Gentamicin Sulfate With Sodium Chloride
0501040K0,Kanamycin
0501040N0,Neomycin Sulfate
0501040R0,Netilmicin Sulfate
0501040U0,Tobramycin
0501040V0,Tobramycin With Sodium Chloride
0501050A0,Azithromycin
0501050B0,Clarithromycin
0501050C0,Erythromycin
0501050F0,Erythromycin Estolate
0501050H0,Erythromycin Ethylsuccinate
0501050K0,Erythromycin Lactobionate
0501050N0,Erythromycin Stearate
0501050S0,Spiramycin
0501050T0,Telithromycin
0501050U0,Roxithromycin
0501060D0,Clindamycin Hydrochloride
0501060E0,Clindamycin Phosphate
0501060J0,Lincomycin Hydrochloride
0501070AA,Taurolidine
0501070AB,Nitazoxanide
0501070AC,Fidaxomicin
0501070AD,Tedizolid
0501070AE,Fosfomycin Trometamol
0501070AF,Dalbavancin Hydrochloride
0501070E0,Nifuroxazide
0501070F0,Chloramphenicol
0501070H0,Colistin Sulfate
0501070I0,Colistimethate Sodium
0501070J0,Novobiocin
0501070K0,Polymyxin B Sulfate
0501070M0,Fusidic Acid
0501070N0,Sodium Fusidate
0501070R0,Spectinomycin Hydrochloride
0501070T0,Teicoplanin
0501070U0,Vancomycin Hydrochloride
0501070V0,Quinupristin/Dalfopristin
0501070W0,Linezolid
0501070X0,Rifaximin
0501070Y0,Daptomycin
0501070Z0,Pristinamycin
0501080B0,Calcium Sulfaloxate
0501080D0,Co-Trimoxazole(Trimethoprim/Sulfamethox
0501080E0,Mixed Sulfonamides
0501080F0,Phthalylsulfhathiazole
0501080G0,Sulfamethoxypyridazine
0501080H0,Sulfametopyrazine
0501080I0,Sulfathiazole
0501080J0,Sulfadiazine
0501080L0,Sulfadimethoxine
0501080M0,Sulfamethizole
0501080N0,Sulfadimidine
0501080P0,Sulfadimidine Sodium
0501080Q0,Sulphafurazole
0501080S0,Sulfaguanidine
0501080T0,Sulfamethoxypyridazine
0501080U0,Sulphaurea
0501080V0,Sulfapyridine
0501080W0,Trimethoprim
0501080X0,Sulfaphenazole
0501090A0,Aminosalicylic Acid
0501090C0,Capreomycin
0501090E0,Cycloserine
0501090H0,Ethambutol Hydrochloride
0501090I0,Ethionamide
0501090K0,Isoniazid
0501090M0,Protionamide
0501090N0,Pyrazinamide
0501090Q0,Rifabutin
0501090R0,Rifampicin
0501090S0,Rifampicin Combined Preparations
0501090U0,Streptomycin
0501090V0,Bedaquiline
0501090W0,Delamanid
0501100C0,Clofazimine
0501100H0,Dapsone
0501100J0,Thalidomide (Antileprotic)
0501110C0,Metronidazole
0501110G0,Tinidazole
0501110N0,Ornidazole
0501120C0,Rosoxacin
0501120H0,Cinoxacin
0501120K0,Ciprofloxacin Lactate
0501120L0,Ciprofloxacin
0501120M0,Enoxacin
0501120N0,Nalidixic Acid
0501120P0,Ofloxacin
0501120Q0,Norfloxacin
0501120R0,Pefloxacin
0501120S0,Pipemidic Acid
0501120V0,Temafloxacin Hydrochloride
0501120W0,Grepafloxacin Hydrochloride
0501120X0,Levofloxacin
0501120Y0,Moxifloxacin
0501130E0,Methenamine Hippurate
0501130H0,Methenamine Hippurate
0501130K0,Methenamine Mandelate
0501130R0,Nitrofurantoin
0501130S0,Fosfomycin Calcium
050200000,Other Antifungal Preps
0502000T0,Natamycin
0502010A0,Posaconazole
0502010B0,Fluconazole
0502010C0,Itraconazole
0502010D0,Voriconazole
0502010E0,Isavuconazole
0502020A0,Ketoconazole
0502020B0,Miconazole
0502030A0,Amphotericin
0502030B0,Nystatin
0502040A0,Anidulafungin
0502040B0,Micafungin
0502040C0,Caspofungin
0502050A0,Flucytosine
0502050B0,Griseofulvin
0502050C0,Terbinafine Hydrochloride
050300000,Other Antiviral Preps
050301000,Other HIV Infection Preps
0503010A0,Lamivudine & Zidovudine
0503010AA,Emtricitabine & Tenofovir Disoproxil
0503010AB,Tipranavir
0503010AC,Darunavir
0503010AD,Maraviroc
0503010AE,Raltegravir
0503010AF,Etravirine
0503010AG,Rilpivirine
0503010AH,Dolutegravir
0503010AI,Cobicistat
0503010AJ,Elvitegravir
0503010AK,Darunavir/Cobicistat
0503010AL,Atazanavir & Cobicistat
0503010AM,Emtricitabine & Tenofovir Alafenamide
0503010AN,Efavirenz/Emtricitabine/Tenofovir Disop
0503010AP,Dolutegravir/Rilpivirine
0503010AQ,Bictegravir/Emtricitabine/Tenofovir Alaf
0503010B0,Nevirapine
0503010C0,Nelfinavir Mesilate
0503010D0,Efavirenz
0503010E0,Abacavir
0503010F0,Abacavir/Lamivudine/Zidovudine
0503010G0,Lopinavir & Ritonavir
0503010H0,Tenofovir Disoproxil
0503010I0,Amprenavir
0503010J0,Enfuvirtide
0503010K0,Emtricitabine
0503010L0,Atazanavir
0503010M0,Fosamprenavir Calcium
0503010N0,Didanosine
0503010P0,Ribavirin (Old)
0503010Q0,Lamivudine
0503010R0,Saquinavir Mesylate
0503010S0,Stavudine
0503010T0,Indinavir
0503010U0,Ritonavir
0503010V0,Sodium Diethyldithiocarbamate
0503010X0,Zalcitabine
0503010Y0,Zidovudine
0503010Z0,Abacavir & Lamivudine
0503021A0,Valaciclovir
0503021B0,Aciclovir Sodium
0503021C0,Aciclovir
0503021D0,Inosine Pranobex
0503021E0,Famciclovir
0503022A0,Foscarnet Sodium With Glucose
0503022B0,Valganciclovir Hydrochloride
0503022C0,Cidofovir
0503022D0,Ganciclovir
0503022E0,Foscarnet Sodium
0503022F0,Ganciclovir With Sodium Chloride
0503022G0,Foscarnet Sodium With Sodium Chloride
0503031A0,Adefovir Dipivoxil
0503031B0,Entecavir
0503031C0,Telbivudine
0503031D0,Tenofovir Alafenamide
0503032A0,Boceprevir
0503032B0,Telaprevir
0503032C0,Sofosbuvir
0503032D0,Simeprevir
0503032E0,Daclatasvir
0503032F0,Sofosbuvir/Ledipasvir
0503032G0,Paritaprevir/Ritonavir/Ombitasvir
0503032H0,Dasabuvir
0503032I0,Elbasvir/Grazoprevir
0503032J0,Sofosbuvir/Velpatasvir
0503032K0,Glecaprevir/Pibrentasvir
0503032L0,Sofosbuvir/Velpatasvir/Voxilaprevir
0503040A0,Zanamivir
0503040B0,Oseltamivir Phosphate
0503040C0,Amantadine Hydrochloride
0503050A0,Palivizumab
0503050B0,Ribavirin
0504010AA,Artemether with Lumefantrine
0504010AB,Piperaquine Phosphate/Artenimol
0504010B0,Amodiaquine
0504010F0,Chloroquine Phosphate
0504010G0,Chloroquine Sulfate
0504010H0,Halofantrine Hydrochloride
0504010K0,Primaquine
0504010L0,Mefloquine Hydrochloride
0504010M0,Proguanil Hydrochloride
0504010N0,Pyrimethamine
0504010P0,Pyrimethamine with Sulfadoxine
0504010Q0,Pyrimethamine with Dapsone
0504010T0,Quinine Bisulfate
0504010U0,Proguanil Hydrochloride With Atovaquone
0504010V0,Quinine Dihydrochloride
0504010X0,Quinine Hydrochloride
0504010Y0,Quinine Sulfate
0504010Z0,Chloroquine Phosphate with Proguanil HCl
050402000,Other Amoebicide Preps
0504020D0,Di-Iodohydroxyquinoline
0504020G0,Diloxanide Furoate
0504030C0,Nimorazole
0504040F0,Furazolidone
0504040M0,Mepacrine Hydrochloride
0504050S0,Sodium Stibogluconate
0504050T0,Paromomycin Sulfate
0504060A0,Nifurtimox
0504060B0,Benznidazole
0504080A0,Atovaquone
0504080P0,Pentamidine Isetionate
0505010D0,Mebendazole
0505010H0,Piperazine
0505010V0,Pyrvinium Pamoate
0505020C0,Pyrantel Embonate
0505020L0,Levamisole Hydrochloride
0505030A0,Albendazole
0505030F0,Niclosamide
0505040C0,Bephenium Hydroxynaphthoate
0505050H0,Metrifonate
0505050K0,Oxamniquine
0505050P0,Praziquantel
0505060B0,Diethylcarbamazine Citrate
0505060I0,Ivermectin
0505080F0,Tiabendazole
0601011A0,Insulin Aspart
0601011I0,Acid Insulin Injection
0601011L0,Insulin Lispro
0601011N0,Soluble Insulin (Neutral Insulin)
0601011P0,Insulin Glulisine
0601011Q0,Insulin Human Inhaled
0601011R0,Insulin Human
060101200,Other Intermed&Long-Acting Insulin Preps
0601012C0,Biphasic Insulin Injection
0601012D0,Biphasic Isophane Insulin
0601012F0,Biphasic Insulin Lispro
0601012G0,Insulin Zinc Suspension
0601012L0,Insulin Zinc Suspension (Amorphous)
0601012N0,Insulin Zinc Suspension (Crystalline)
0601012S0,Isophane Insulin
0601012U0,Protamine Zinc Insulin
0601012V0,Insulin Glargine
0601012W0,Biphasic Insulin Aspart
0601012X0,Insulin Detemir
0601012Z0,Insulin Degludec
0601021A0,Glimepiride
0601021B0,Acetohexamide
0601021E0,Chlorpropamide
0601021H0,Glibenclamide
0601021K0,Glibornuride
0601021M0,Gliclazide
0601021P0,Glipizide
0601021R0,Gliquidone
0601021T0,Glymidine
0601021V0,Tolazamide
0601021X0,Tolbutamide
0601022B0,Metformin Hydrochloride
0601022P0,Phenformin Hydrochloride
0601023A0,Acarbose
0601023AA,Vildagliptin
0601023AB,Liraglutide
0601023AC,Saxagliptin
0601023AD,Metformin Hydrochloride/Sitagliptin
0601023AE,Linagliptin
0601023AF,Linagliptin/Metformin
0601023AG,Dapagliflozin
0601023AH,Saxagliptin/Metformin
0601023AI,Lixisenatide
0601023AJ,Alogliptin/Metformin
0601023AK,Alogliptin
0601023AL,Dapagliflozin/Metformin
0601023AM,Canagliflozin
0601023AN,Empagliflozin
0601023AP,Canagliflozin/Metformin
0601023AQ,Dulaglutide
0601023AR,Empagliflozin/Metformin
0601023AS,Albiglutide
0601023AU,Ins Degludec/Liraglutide
0601023AV,Saxagliptin/Dapagliflozin
0601023AW,Semaglutide
0601023B0,Pioglitazone Hydrochloride
0601023I0,Guar Gum
0601023M0,Miglitol
0601023R0,Repaglinide
0601023S0,Rosiglitazone
0601023T0,Troglitazone
0601023U0,Nateglinide
0601023V0,Metformin Hydrochloride/Rosiglitazone
0601023W0,Metformin Hydrochloride/Pioglitazone
0601023X0,Sitagliptin
0601023Y0,Exenatide
0601023Z0,Metformin Hydrochloride/Vildagliptin
0601040E0,Diazoxide
0601040H0,Glucagon
0601040I0,Glucose
0601050T0,Tolrestat
060106000,Other Screening & Monitoring Agent Preps
0601060D0,Glucose Blood Testing Reagents
0601060U0,Urine Testing Reagents
0601060W0,Ketone Blood Testing Reagents
0601060X0,Glucose & Ketone Blood Testing Reagents
060201000,Other Thyroid Hormone Preps
0602010A0,Thyrotropin Alfa
0602010M0,Liothyronine Sodium
0602010T0,Levothyroxine Sodium & Potassium Iodide
0602010V0,Levothyroxine Sodium
0602010W0,Thyroid
0602010Y0,Thyroid Extracts
0602010Z0,Levothyroxine Sodium & Liothyronine
060202000,Other Antithyroid Preps
0602020B0,Benzylthiouracil
0602020D0,Carbimazole
0602020G0,Iodine
0602020H0,Potassium Iodate
0602020I0,Potassium Iodide
0602020J0,Potassium Perchlorate
0602020M0,Thiamazole
0602020N0,Propylthiouracil
0603010E0,Desoxycortone Pivalate
0603010I0,Fludrocortisone Acetate
060302000,Other Corticosteroid Preps
0603020AA,Dexamethasone Phosphate
0603020AB,Cortivazol
0603020AC,Methylprednisolone Aceponate
0603020B0,Betamethasone
0603020C0,Betamethasone Sodium Phosphate
0603020D0,Betamethasone Valerate
0603020F0,Cortisone Acetate
0603020G0,Dexamethasone
0603020H0,Dexamethasone Sodium Phosphate
0603020I0,Deflazacort
0603020J0,Hydrocortisone
0603020K0,Methylprednisolone Sodium Succinate
0603020L0,Hydrocortisone Sodium Phosphate
0603020M0,Hydrocortisone Sodium Succinate
0603020N0,Hydrocortisone Cipionate
0603020Q0,Prednisolone Sodium Metasulfobenzoate
0603020S0,Methylprednisolone
0603020T0,Prednisolone
0603020V0,Prednisolone Sodium Phosphate
0603020W0,Prednisolone Steaglate
0603020X0,Prednisone
0603020Y0,Triamcinolone
0603020Z0,Triamcinolone Acetonide
060401100,Other Oestrogen & HRT Preps
0604011AD,Oestrogens Conjugated with Bazedoxifene
0604011B0,Dienestrol
0604011C0,Chlorotrianisene
0604011D0,Ethinylestradiol
0604011E0,Ethinyloestradiol with Progestogen
0604011F0,Mestranol With Progestogen
0604011G0,Estradiol
0604011H0,Estradiol  Estriol and Estrone
0604011I0,Estradiol Benzoate
0604011J0,Estradiol and Estriol with Progestogen
0604011K0,Estradiol Valerate
0604011L0,Estradiol with Progestogen
0604011M0,Estriol
0604011N0,Estradiol with Cyproterone Acetate
0604011P0,Oestrogens Conjugated
0604011Q0,Oestrogens Conjugated with Progestogen
0604011R0,Estropipate
0604011S0,Estropipate with Progestogen
0604011T0,Estradiol and Estriol
0604011U0,Quinestradol
0604011W0,Quinestrol
0604011X0,Raloxifene Hydrochloride
0604011Y0,Tibolone
0604011Z0,Oestrogens Esterified With Androgen
060401200,Other Progestogen Preps
0604012C0,Allyloestrenol
0604012F0,Dydrogesterone
0604012J0,Hydroxyprogesterone Caproate
0604012M0,Medroxyprogesterone Acetate
0604012N0,Medrogestone
0604012P0,Norethisterone
0604012S0,Progesterone
0604012T0,Norethisterone Acetate
0604012U0,Ulipristal Acet
0604012V0,Sildenafil (Fle Sex Hormone)
0604012W0,Dienogest
060402000,Other Male Sex Hormone&Antagonist Preps
0604020B0,Dutasteride
0604020C0,Finasteride
0604020D0,Cyproterone Acetate
0604020E0,Fluoxymesterone
0604020F0,Mesterolone
0604020H0,Methyltestosterone
0604020K0,Testosterone
0604020M0,Testosterone Enantate
0604020P0,Testosterone Propionate
